,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,y
1,30.36856651,9.417533875,12.7851963,-17.76218414,59.78345871,152.4686813,-2.771615982,-15.02037048,-7.897615433,-11.26527786,-21.07024193,-17.22574234,-18.44763756,-3.546476364,40.05432129,-16.33167267,-15.7058239,-9.715557098,-12.72559166,-12.39776611,-0.298023224,-0.953674316,50.63414574,27.56714821,-1.639127731,-8.195638657,-12.66598701,2.980232239,-6.318092346,-2.384185791,-6.169080734,-7.718801498,27.17971802,8.255243301,-1.162290573,5.006790161,-3.397464752,-1.341104507,7.569789886,2.533197403,-6.824731827,26.31545067,9.566545486,13.56005669,0.208616257,-3.695487976,-1.430511475,14.99056816,4.73856926,6.467103958,12.27855682,12.39776611,12.18914986,11.08646393,-2.562999725,-9.328126907,-9.23871994,12.81499863,12.57658005,10.84804535,12.81499863,12.66598701,1
2,16.12305641,-4.351139069,8.61287117,-21.04043961,-45.41873932,87.64863014,-2.592802048,-15.67602158,-12.18914986,-13.29183578,-28.7592411,-29.11686897,-16.39127731,-16.15285873,31.47125244,-1.311302185,-9.894371033,-10.46061516,-16.03364944,-15.437603,-7.510185242,-11.29508018,34.83891487,14.00709152,22.41134644,1.192092896,-10.84804535,-0.149011612,-10.84804535,-7.569789886,-10.16259193,-3.665685654,-3.963708878,28.34200859,4.917383194,7.003545761,-2.026557922,-2.384185791,6.228685379,4.202127457,-3.933906555,14.99056816,5.424022675,13.61966133,2.652406693,-1.579523087,-2.056360245,17.28534698,6.347894669,11.77191734,15.31839371,15.22898674,15.49720764,12.36796379,2.354383469,-4.231929779,-4.082918167,15.7058239,16.27206802,12.01033592,11.92092896,11.20567322,1
3,-5.751848221,-3.814697266,-28.84864807,-3.337860107,15.88463783,-58.97879601,-13.82827759,-9.536743164,-6.914138794,-11.02685928,-23.72264862,-4.202127457,1.937150955,-2.980232239,20.47419548,-3.486871719,-11.41428947,-10.16259193,-16.48068428,-11.83152199,0.208616257,2.145767212,50.06790161,29.65331078,0.327825546,-4.887580872,-12.96401024,0.566244125,-8.583068848,-2.11596489,-0.74505806,15.07997513,14.81175423,19.52052116,-1.490116119,4.559755325,-3.725290298,-2.354383469,7.569789886,2.413988113,-10.40101051,13.9772892,3.904104233,10.66923141,-0.11920929,-2.235174179,-3.695487976,16.27206802,5.24520874,-0.268220901,15.37799835,15.437603,15.25878906,9.775161743,3.069639206,-1.728534698,-1.847743988,15.37799835,15.64621925,10.16259193,11.47389412,10.75863838,1
4,-6.765127182,-0.62584877,-3.218650818,-1.192092896,-30.39836884,18.83506775,6.377696991,-8.016824722,-5.125999451,-11.32488251,-22.35174179,-10.57982445,0.923871994,3.010034561,44.64387894,-2.503395081,-9.86456871,-7.569789886,-16.00384712,-12.75539398,1.788139343,8.285045624,60.91594696,22.5007534,3.725290298,-4.410743713,-11.50369644,-0.357627869,-7.718801498,1.579523087,9.536743164,34.45148468,25.18296242,25.71940422,2.026557922,5.632638931,-2.652406693,-0.953674316,9.506940842,4.529953003,-17.01712608,17.85159111,7.539987564,12.66598701,0.894069672,-2.175569534,0.268220901,19.19269562,6.645917892,3.188848495,10.46061516,10.93745232,10.60962677,7.629394531,2.026557922,-4.470348358,-3.069639206,11.05666161,10.43081284,7.539987564,6.467103958,6.794929504,1
5,24.13988113,8.195638657,22.20273018,-9.626150131,8.225440979,65.8929348,-10.40101051,-8.374452591,-7.092952728,-10.90764999,-22.97759056,-14.60313797,-0.923871994,4.589557648,47.62411118,-2.62260437,-9.059906006,-7.301568985,-12.18914986,-12.09974289,2.980232239,9.298324585,54.32963371,33.52761269,7.808208466,-0.834465027,-10.43081284,-1.013278961,-7.450580597,1.460313797,6.169080734,11.23547554,17.9708004,19.46091652,1.311302185,5.543231964,-3.337860107,-1.460313797,12.90440559,10.43081284,1.281499863,19.93775368,7.718801498,13.1726265,4.231929779,-0.655651093,-1.430511475,22.82857895,13.76867294,15.22898674,5.394220352,6.169080734,5.692243576,9.387731552,5.185604095,2.026557922,1.25169754,5.394220352,5.87105751,9.298324585,12.2487545,11.59310341,1
6,1.281499863,18.98407936,-20.5039978,-19.90795135,6.079673767,0.327825546,15.94424248,-8.791685104,-5.87105751,-9.804964066,-23.84185791,-4.500150681,1.25169754,-9.894371033,-8.165836334,6.73532486,-3.010034561,-3.099441528,-9.536743164,-9.447336197,4.380941391,6.198883057,44.40546036,35.49456596,17.85159111,4.291534424,-6.824731827,1.609325409,-6.049871445,0.894069672,1.87754631,16.33167267,0,17.04692841,2.771615982,7.688999176,-2.562999725,-1.132488251,10.34140587,4.172325134,-10.55002213,13.50045204,2.324581146,11.74211502,1.817941666,-2.74181366,-0.864267349,20.71261406,9.268522263,10.16259193,7.569789886,7.331371307,7.897615433,8.672475815,4.410743713,-0.089406967,-0.74505806,7.629394531,7.36117363,8.672475815,11.56330109,12.18914986,1
7,-21.66628838,7.599592209,15.73562622,14.21570778,-39.54768181,128.1499863,-23.18620682,-4.649162292,1.549720764,-9.000301361,-25.27236938,-22.91798592,-17.01712608,-16.27206802,-11.32488251,5.751848221,-6.407499313,-2.503395081,-10.10298729,-12.01033592,-2.771615982,-0.029802322,41.30601883,5.394220352,8.553266525,0.804662704,-7.510185242,3.24845314,-7.450580597,-1.907348633,-1.579523087,14.81175423,11.86132431,30.54738045,4.589557648,7.212162018,-3.129243851,-2.62260437,9.506940842,3.188848495,-9.685754776,17.61317253,12.99381256,16.09325409,3.486871719,-2.205371857,-2.861022949,19.6993351,6.973743439,7.808208466,20.7722187,21.21925354,20.86162567,13.23223114,6.347894669,1.341104507,-0.208616257,21.75569534,22.2325325,13.53025436,15.73562622,16.06345177,1
8,1.013278961,0.357627869,65.77372551,5.006790161,4.976987839,148.5347748,3.755092621,-1.490116119,-0.476837158,-4.470348358,-18.53704453,-6.198883057,-4.023313522,-10.16259193,70.57189941,1.102685928,-2.533197403,-2.443790436,-7.778406143,-6.169080734,2.473592758,3.725290298,43.83921623,18.47743988,7.957220078,-1.043081284,-9.417533875,4.231929779,-4.798173904,0.774860382,1.400709152,15.58661461,8.434057236,22.2325325,0.685453415,3.784894943,-4.887580872,-1.847743988,11.7123127,7.182359695,-5.006790161,8.881092072,-0.476837158,8.702278137,-1.519918442,-6.198883057,-4.947185516,21.1596489,8.195638657,9.953975677,6.169080734,5.9902668,6.705522537,6.139278412,4.231929779,-1.221895218,0.029802322,6.169080734,6.288290024,6.228685379,8.672475815,7.569789886,1
9,31.85868263,12.2487545,7.063150406,-4.887580872,-43.54119301,41.63384438,-27.86517143,-11.92092896,-6.347894669,-11.4440918,-24.05047417,-22.94778824,-2.74181366,-14.12630081,43.95842552,-5.781650543,-8.583068848,-6.794929504,-9.685754776,-8.195638657,-1.37090683,-4.053115845,41.1272049,25.98762512,23.90146255,-0.894069672,-10.55002213,1.937150955,-5.87105751,-2.205371857,-5.334615707,-6.288290024,-8.255243301,19.01388168,0.149011612,3.129243851,-5.096197128,-2.056360245,9.775161743,9.000301361,4.827976227,13.9772892,6.556510925,11.7123127,0.536441803,-5.185604095,-3.665685654,18.89467239,7.480382919,13.32163811,20.20597458,20.65300941,20.35498619,9.804964066,1.966953278,-3.337860107,-3.099441528,21.01063728,20.92123032,10.46061516,8.583068848,7.957220078,1
10,7.003545761,-0.715255737,-0.387430191,-26.82209015,12.7851963,8.881092072,-3.159046173,-15.1693821,-13.35144043,-14.69254494,-25.62999725,-15.49720764,-10.04338264,-4.827976227,-3.337860107,-8.225440979,-12.5169754,-9.35792923,-11.02685928,-9.536743164,-1.072883606,-1.460313797,48.33936691,0.774860382,-4.976987839,-9.626150131,-14.36471939,2.831220627,-5.155801773,-1.221895218,2.831220627,13.47064972,37.87875175,30.15995026,-1.907348633,1.281499863,-5.781650543,-2.175569534,11.14606857,12.87460327,12.01033592,24.58691597,8.761882782,12.27855682,-0.774860382,-5.36441803,-1.37090683,22.56035805,13.58985901,19.49071884,13.53025436,12.7851963,12.96401024,9.268522263,4.768371582,2.056360245,2.086162567,12.93420792,12.72559166,10.34140587,12.84480095,12.48717308,1
